2,455.44025,100.71818,518.5061,179.42624,0.9999572
3,378.58023,84.27315,454.67758,180.53691,0.9999994
4,216.17322,117.966324,277.18057,204.20628,1.0
4,126.971756,56.73556,176.29689,146.02803,1.0
6,287.36423,50.482475,354.53696,165.31857,1.0
8,53.418293,67.30344,120.19304,166.73315,1.0
